ceb	age	educ	religion	idlnchld	knowmeth	usemeth	evermarr	agefm	heduc	urban	electric	radio	tv	bicycle
0	18	4	other	3	1	0	0	NA	NA	0	0	0	0	0
1	45	0	spirit	NA	1	0	0	NA	NA	0	0	0	0	0
0	19	2	other	3	1	0	0	NA	NA	0	0	1	0	0
2	24	10	protestant	4	1	1	0	NA	NA	0	0	1	0	1
0	15	7	protestant	2	1	0	0	NA	NA	0	0	1	0	0
5	33	0	other	20	1	0	1	19	0	0	0	0	0	0
0	22	0	other	4	1	0	0	NA	NA	0	0	0	0	0
4	37	7	spirit	6	1	1	1	18	0	0	0	0	0	0
5	35	6	other	5	1	0	1	17	0	0	0	1	0	0
5	45	1	protestant	5	1	0	1	30	0	0	0	1	0	0
1	19	10	protestant	5	1	NA	0	NA	NA	0	0	1	0	0
3	26	5	protestant	4	1	1	1	18	0	0	0	1	0	0
2	26	10	spirit	2	1	1	0	NA	NA	0	0	1	0	0
2	23	6	spirit	2	1	1	0	NA	NA	0	0	1	0	0
4	42	3	protestant	8	1	NA	1	15	2	0	0	1	0	0
0	32	0	catholic	6	1	0	0	NA	NA	0	0	1	0	0
2	24	8	spirit	4	1	1	0	NA	NA	0	0	1	0	1
3	29	0	spirit	10	1	1	1	18	0	0	0	0	0	0
0	15	7	other	4	1	1	0	NA	NA	0	0	1	0	0
0	17	9	spirit	4	1	1	0	NA	NA	0	0	0	0	0
0	21	5	protestant	4	1	0	0	NA	NA	0	0	1	0	1
2	30	10	spirit	4	1	1	0	NA	NA	0	0	1	0	1
0	17	6	catholic	4	1	0	0	NA	NA	0	0	1	0	1
2	24	7	other	4	1	1	0	NA	NA	0	0	1	0	1
3	34	9	catholic	3	1	1	1	20	10	0	1	1	0	1
0	18	11	catholic	4	1	1	0	NA	NA	0	1	1	0	0
5	38	10	spirit	6	1	1	1	23	10	0	0	1	0	0
2	21	10	protestant	2	1	0	0	NA	NA	0	0	0	0	0
6	43	5	other	4	1	NA	1	19	0	0	0	1	0	0
0	19	9	protestant	6	1	0	0	NA	NA	0	0	1	0	0
0	19	5	spirit	4	1	0	0	NA	NA	0	0	0	0	0
1	20	5	spirit	5	1	0	0	NA	NA	0	0	0	0	0
0	16	7	protestant	3	1	0	0	NA	NA	0	0	1	0	0
0	16	5	other	2	1	0	0	NA	NA	0	0	0	0	0
3	26	10	spirit	2	1	1	1	19	0	0	0	1	0	0
4	28	6	protestant	4	1	1	1	19	12	0	0	0	0	0
10	45	0	spirit	6	1	NA	1	17	0	0	0	1	0	1
2	21	10	other	3	1	1	0	NA	NA	0	0	1	0	0
3	28	7	spirit	3	1	1	0	NA	NA	0	1	1	1	0
2	27	0	other	4	1	1	0	NA	NA	0	0	1	0	0
3	27	10	spirit	5	1	1	1	14	3	0	0	1	0	1
1	18	9	spirit	4	1	0	0	NA	NA	0	0	1	0	0
0	20	7	spirit	6	1	NA	0	NA	NA	0	0	1	0	1
0	22	7	spirit	4	1	0	0	NA	NA	0	0	1	0	1
2	30	7	spirit	8	1	0	1	21	12	0	0	1	0	1
2	46	0	other	10	0	0	1	33	2	0	0	1	0	0
0	16	6	spirit	1	0	0	0	NA	NA	0	0	1	0	0
2	27	10	protestant	NA	1	1	1	24	10	0	0	1	1	0
1	48	0	catholic	4	1	0	1	32	0	0	1	0	0	1
1	26	7	other	4	1	1	0	NA	NA	0	0	1	1	1
3	34	0	spirit	4	1	1	1	19	2	0	1	1	1	0
0	19	7	protestant	4	1	0	0	NA	NA	0	1	1	1	1
5	46	10	protestant	6	1	NA	1	23	2	0	0	1	0	0
1	21	12	protestant	4	1	1	0	NA	NA	0	0	1	0	0
1	24	7	catholic	2	1	1	0	NA	NA	0	0	1	0	1
0	18	7	catholic	4	1	0	0	NA	NA	0	1	0	1	0
3	40	12	catholic	4	1	NA	1	18	17	0	0	1	1	1
1	26	0	catholic	10	1	0	1	21	0	0	0	1	0	1
1	20	12	protestant	3	1	1	1	15	10	0	0	1	0	1
4	40	4	catholic	10	1	1	1	17	NA	0	0	0	0	1
3	26	10	protestant	1	1	1	1	25	3	0	0	1	0	1
1	24	0	spirit	10	1	NA	1	23	7	0	0	1	0	1
3	32	12	spirit	4	1	1	0	NA	NA	0	0	1	0	0
1	22	10	spirit	3	1	0	0	NA	NA	0	0	1	0	0
1	25	7	other	4	1	1	0	NA	NA	0	0	0	0	0
8	37	3	spirit	5	1	0	1	18	0	0	0	0	0	1
1	23	7	catholic	3	1	0	0	NA	NA	0	0	0	0	0
1	22	10	protestant	4	1	1	1	15	7	0	0	1	0	0
1	23	11	spirit	2	1	1	0	NA	NA	0	0	1	1	0
4	25	4	other	6	1	1	0	NA	NA	0	0	1	1	0
3	24	7	spirit	6	1	1	1	21	6	0	0	0	0	0
0	32	10	other	4	1	1	0	NA	NA	0	0	1	0	0
1	47	7	protestant	5	1	0	1	20	4	0	0	1	1	0
6	37	2	protestant	6	1	1	1	28	0	0	0	0	0	0
1	20	12	spirit	3	1	1	1	19	0	0	0	0	0	1
3	30	0	spirit	3	1	1	1	18	NA	0	0	1	0	1
6	40	2	catholic	6	1	1	1	27	0	0	0	0	0	0
6	41	3	catholic	6	1	1	1	21	0	0	0	1	0	1
0	16	9	catholic	2	1	0	0	NA	NA	0	1	0	0	1
0	17	7	spirit	6	1	0	0	NA	NA	0	0	1	1	1
0	20	10	other	4	1	0	0	NA	NA	0	0	0	0	0
6	34	3	other	20	1	0	0	NA	NA	0	0	1	0	0
3	31	10	other	4	1	1	0	NA	NA	0	0	0	0	0
3	28	7	other	4	1	1	0	NA	NA	0	0	1	0	0
3	27	0	other	6	1	1	0	NA	NA	0	0	1	0	1
1	19	7	other	6	1	1	1	16	0	0	0	0	0	0
2	24	3	other	5	1	1	1	20	4	0	0	1	0	0
9	37	4	catholic	6	1	1	1	25	0	0	0	0	0	0
0	30	0	other	6	1	0	1	26	0	0	0	1	0	0
6	31	6	catholic	6	1	1	1	10	0	0	0	1	0	1
4	37	2	catholic	6	1	1	1	19	0	0	0	1	0	0
0	16	6	catholic	1	1	0	0	NA	NA	0	0	1	0	1
3	28	0	other	5	1	1	1	18	0	0	0	1	0	1
3	24	0	catholic	2	1	NA	1	16	7	0	0	0	0	0
0	21	1	other	2	1	1	0	NA	NA	0	1	1	1	1
0	15	9	protestant	2	1	0	0	NA	NA	0	0	1	0	0
1	23	0	other	3	1	1	0	NA	NA	0	0	0	0	1
2	21	4	spirit	8	1	1	1	20	2	0	0	1	0	0
0	22	15	spirit	3	1	1	1	22	NA	0	1	1	1	1
0	26	0	other	6	1	0	0	NA	NA	0	1	1	1	1
6	45	2	spirit	10	1	0	1	19	NA	0	0	1	0	0
0	19	10	spirit	4	1	0	0	NA	NA	0	0	1	0	0
4	46	4	spirit	6	1	0	1	35	0	0	0	0	0	0
3	24	6	other	5	1	1	1	19	0	0	0	0	0	0
3	25	2	spirit	2	1	0	1	20	0	0	0	1	0	0
6	30	7	spirit	8	1	1	1	16	0	0	0	0	0	0
3	33	7	spirit	6	1	0	1	20	0	0	0	1	0	0
0	19	10	spirit	4	1	1	1	18	10	0	0	1	0	0
5	38	0	other	10	1	1	1	25	0	0	0	0	0	0
1	21	5	other	NA	1	0	0	NA	NA	0	0	0	0	0
2	22	0	other	3	1	0	1	19	0	0	0	0	0	0
1	20	0	other	2	1	1	0	NA	NA	0	0	0	0	0
1	27	6	other	2	1	1	0	NA	NA	0	0	0	0	0
1	20	4	protestant	1	1	1	0	NA	NA	0	0	0	0	0
1	29	7	protestant	4	1	0	1	19	0	0	0	0	0	0
7	47	0	protestant	6	1	NA	1	27	0	0	0	0	0	0
2	44	0	protestant	3	1	0	0	NA	NA	0	0	0	0	0
0	20	5	other	6	1	0	0	NA	NA	0	0	1	0	0
5	31	10	spirit	3	1	1	0	NA	NA	0	0	1	0	0
1	23	8	protestant	6	1	1	1	15	0	0	0	1	0	0
0	25	9	catholic	4	1	1	0	NA	NA	0	0	0	0	0
4	32	0	spirit	20	1	0	1	31	0	0	0	0	0	0
8	37	1	spirit	8	1	1	1	17	0	0	0	0	0	0
1	20	7	other	2	1	0	0	NA	NA	0	0	0	0	0
4	27	0	other	6	1	1	1	16	0	0	0	1	0	0
5	34	6	catholic	6	1	0	1	19	0	0	0	1	0	1
7	35	3	spirit	5	1	1	1	19	3	0	0	0	0	0
1	20	12	protestant	4	1	1	0	NA	NA	0	0	1	0	0
0	21	0	protestant	2	1	0	0	NA	NA	0	0	0	0	0
3	23	7	spirit	6	1	0	1	16	7	0	0	1	0	1
0	21	10	catholic	4	1	1	0	NA	NA	0	0	1	0	0
3	34	1	protestant	6	1	0	1	21	0	0	0	1	0	0
5	40	6	spirit	6	1	0	1	31	0	0	0	1	0	0
8	37	4	catholic	8	1	0	1	16	0	0	0	1	0	1
0	16	9	catholic	4	1	1	0	NA	NA	0	0	1	0	0
0	16	9	protestant	2	1	0	0	NA	NA	0	0	1	0	1
3	41	0	spirit	3	1	1	1	19	7	0	0	1	0	0
8	38	0	protestant	4	1	0	1	19	0	0	0	1	0	1
3	32	0	protestant	6	1	0	1	30	0	0	0	1	0	0
2	29	6	catholic	6	1	1	1	26	0	0	0	1	0	0
3	30	0	other	4	1	1	1	27	NA	0	0	1	0	0
1	29	0	spirit	4	1	0	1	26	0	0	0	0	0	0
1	32	0	other	4	1	0	0	NA	NA	0	0	0	0	0
0	23	0	spirit	4	1	0	0	NA	NA	0	0	0	0	0
1	26	0	catholic	2	1	0	0	NA	NA	0	0	0	0	0
0	19	7	catholic	4	1	0	0	NA	NA	0	0	0	0	0
5	28	2	spirit	5	1	1	1	15	0	0	0	1	0	0
0	19	9	spirit	4	1	0	0	NA	NA	0	0	1	0	0
5	43	0	other	6	1	0	1	29	0	0	0	0	0	0
6	36	0	other	NA	1	0	1	20	0	0	0	0	0	0
3	28	7	catholic	4	1	1	1	25	0	0	0	0	0	0
2	23	7	other	4	1	1	1	17	NA	0	0	1	0	0
6	36	7	catholic	5	1	0	1	18	0	0	0	1	0	0
4	27	0	other	8	1	1	1	23	0	0	0	0	0	0
0	18	10	spirit	4	1	0	1	16	0	0	0	1	0	1
4	31	7	spirit	6	1	1	1	17	0	0	0	1	0	0
0	19	12	spirit	2	1	1	0	NA	NA	0	0	1	0	1
1	33	0	other	10	1	0	1	17	0	0	0	0	0	0
3	27	0	other	5	1	0	0	NA	NA	0	0	0	0	0
0	21	7	other	5	1	0	0	NA	NA	0	0	0	0	0
0	16	5	other	4	1	0	0	NA	NA	0	0	0	0	0
0	20	10	catholic	3	1	1	0	NA	NA	0	0	1	0	0
1	26	10	catholic	3	1	1	0	NA	NA	0	0	1	0	0
0	28	10	protestant	2	1	1	0	NA	NA	0	0	1	0	0
0	16	5	catholic	NA	1	0	0	NA	NA	0	0	1	0	0
3	30	7	other	4	1	1	0	NA	NA	0	0	0	0	0
0	15	0	other	3	1	0	0	NA	NA	0	0	1	0	1
3	27	0	other	4	1	0	1	14	0	0	0	1	0	0
8	34	1	spirit	4	1	0	1	17	0	0	0	0	0	0
3	29	0	other	10	1	0	1	21	0	0	0	0	0	0
0	16	7	other	4	1	1	0	NA	NA	0	0	0	0	0
4	30	0	other	4	1	1	0	NA	NA	0	0	1	0	0
2	28	0	other	6	1	0	1	23	1	0	0	1	0	0
4	45	0	spirit	20	1	0	0	NA	NA	0	0	1	0	0
4	35	0	other	6	1	1	0	NA	NA	0	0	1	0	1
0	21	7	spirit	4	1	1	0	NA	NA	0	0	1	0	0
0	18	7	other	4	1	0	0	NA	NA	0	0	1	0	0
7	41	0	spirit	4	1	0	1	23	0	0	0	0	0	0
2	47	0	spirit	6	1	0	1	20	0	0	0	0	0	0
4	46	0	spirit	5	1	0	1	24	0	0	0	0	0	0
2	24	0	other	10	1	0	1	17	2	0	0	0	0	0
9	45	0	other	5	1	0	1	21	0	0	0	0	0	0
1	18	5	other	5	1	1	0	NA	NA	0	0	0	0	1
4	26	0	other	7	1	0	1	17	0	0	0	0	0	0
7	32	0	other	NA	1	0	1	16	0	0	0	0	0	0
5	33	0	spirit	3	1	0	1	18	0	0	0	0	0	0
1	19	10	protestant	6	1	0	0	NA	NA	0	0	0	0	0
7	44	6	protestant	10	1	0	1	21	0	0	0	1	0	0
1	22	10	other	4	1	0	1	20	6	0	0	1	0	0
7	34	5	protestant	7	1	1	1	19	0	0	0	1	0	1
6	33	3	protestant	4	1	0	1	23	0	0	0	1	0	0
4	29	0	spirit	NA	0	0	1	15	0	0	0	0	0	0
0	32	0	spirit	NA	1	0	1	22	0	0	0	0	0	0
3	25	0	spirit	NA	0	0	1	16	0	0	0	0	0	1
6	36	0	spirit	6	0	0	1	21	0	0	0	1	0	0
4	26	0	other	4	1	1	1	15	0	0	0	0	0	0
1	19	7	spirit	7	1	0	1	18	0	0	0	0	0	0
3	24	0	spirit	6	1	1	1	12	0	0	0	1	0	0
0	18	6	spirit	4	1	0	0	NA	NA	0	0	0	0	0
1	22	6	other	4	1	1	0	NA	NA	0	0	0	0	0
0	17	6	other	1	1	0	0	NA	NA	0	0	0	0	0
4	48	0	protestant	4	1	0	1	40	2	0	0	0	0	1
0	20	5	spirit	6	1	0	0	NA	NA	0	0	0	0	0
4	27	4	spirit	1	1	1	1	13	0	0	0	0	0	0
1	17	6	spirit	4	1	1	1	17	6	0	0	0	0	0
6	38	0	other	6	1	1	1	24	0	0	0	0	0	0
2	21	0	other	3	1	0	1	16	0	0	0	0	0	0
8	40	0	spirit	8	1	1	1	17	0	0	0	0	0	0
6	45	0	spirit	3	1	0	0	NA	NA	0	0	0	0	0
0	15	0	other	1	1	0	0	NA	NA	0	0	0	0	0
2	20	9	other	2	1	1	0	NA	NA	0	0	0	0	0
0	21	0	other	4	1	1	0	NA	NA	0	0	1	0	0
3	25	7	other	6	1	1	1	19	0	0	0	1	0	0
9	37	0	spirit	10	1	1	0	NA	NA	0	0	0	0	0
6	33	0	protestant	6	1	0	1	10	0	0	0	0	0	0
5	37	6	protestant	5	1	1	1	17	6	0	0	1	0	0
2	22	5	protestant	3	1	1	1	18	0	0	0	0	0	0
3	27	0	spirit	4	1	1	1	14	0	0	0	1	0	0
4	49	0	other	6	1	1	1	26	6	0	0	0	0	0
0	20	5	other	4	1	0	1	18	7	0	0	1	0	0
0	20	11	other	NA	1	0	0	NA	NA	0	0	0	0	0
3	28	0	other	5	1	0	1	18	10	0	0	0	0	0
3	24	6	other	3	1	0	1	19	0	0	0	0	0	0
0	16	0	spirit	0	0	0	0	NA	NA	0	0	0	0	0
8	47	1	protestant	10	1	0	1	21	0	0	0	1	0	1
5	35	0	other	12	1	0	1	31	0	0	0	0	0	0
1	27	0	other	6	1	0	1	19	0	0	0	0	0	0
1	25	0	other	6	1	0	0	NA	NA	0	0	0	0	0
8	36	0	spirit	7	1	0	1	19	0	0	0	0	0	0
7	35	0	other	10	1	1	1	22	0	0	0	0	0	0
6	30	0	other	2	1	1	1	18	0	0	0	0	0	0
3	46	4	other	4	1	1	0	NA	NA	0	0	0	0	0
10	48	0	other	10	1	0	1	37	0	0	0	0	0	0
1	20	0	other	3	1	0	0	NA	NA	0	0	0	0	0
0	20	0	spirit	2	1	0	0	NA	NA	0	0	1	0	0
3	25	0	other	10	1	0	0	NA	NA	0	0	0	0	0
2	32	9	spirit	5	1	0	0	NA	NA	0	0	0	0	0
6	34	4	other	5	1	1	1	22	0	0	0	1	0	1
8	40	4	other	6	1	0	1	28	0	0	0	0	0	0
1	24	5	protestant	6	1	0	0	NA	NA	0	0	1	0	0
2	20	3	other	6	1	0	0	NA	NA	0	0	0	0	0
1	17	0	other	1	1	0	0	NA	NA	0	0	0	0	0
1	20	7	catholic	8	1	0	0	NA	NA	0	0	0	0	0
4	27	5	other	6	1	0	1	22	0	0	0	1	0	1
5	34	0	spirit	7	1	0	0	NA	NA	0	0	0	0	0
1	19	7	spirit	4	1	0	0	NA	NA	0	0	1	0	1
0	17	6	other	8	1	0	0	NA	NA	0	0	1	0	1
9	43	1	other	6	1	0	1	30	0	0	0	1	0	1
8	43	3	protestant	7	1	1	1	18	0	0	0	0	0	1
5	38	4	other	2	1	NA	1	20	0	0	0	0	0	1
7	38	3	catholic	1	1	1	1	32	0	0	0	1	0	1
0	27	0	other	10	1	0	1	22	2	0	0	1	0	0
9	43	4	protestant	8	1	0	1	21	7	0	0	1	0	1
0	19	10	spirit	4	1	NA	0	NA	NA	0	0	1	0	1
2	21	8	protestant	2	1	1	0	NA	NA	0	0	1	0	1
5	30	7	catholic	7	1	1	1	19	0	0	0	1	0	0
6	33	0	spirit	8	1	1	1	24	0	0	0	1	0	1
6	40	4	protestant	12	1	0	0	NA	NA	0	0	0	0	1
1	16	6	protestant	6	1	0	0	NA	NA	0	0	1	0	1
3	29	0	spirit	6	1	0	1	19	0	0	0	0	0	1
5	36	0	spirit	2	1	1	1	17	0	0	0	0	0	0
0	17	9	catholic	4	1	0	0	NA	NA	0	0	0	0	1
2	27	4	spirit	4	1	1	0	NA	NA	0	0	1	1	0
0	16	7	protestant	2	1	0	0	NA	NA	0	0	1	1	0
6	33	0	catholic	NA	1	0	1	19	0	0	0	1	0	1
6	44	0	catholic	8	1	0	0	NA	NA	0	0	1	0	1
0	18	8	other	4	1	1	0	NA	NA	0	0	0	0	0
0	18	8	protestant	4	1	1	0	NA	NA	0	0	0	0	1
0	18	8	spirit	4	1	0	1	16	0	0	0	0	0	0
8	36	0	spirit	4	1	1	1	18	0	0	0	0	0	1
1	18	7	spirit	1	1	0	0	NA	NA	0	0	1	0	0
0	18	5	spirit	2	1	0	0	NA	NA	0	0	0	0	0
0	19	7	other	3	1	0	0	NA	NA	0	0	0	0	0
1	18	7	protestant	4	1	1	0	NA	NA	0	0	1	0	0
0	19	7	other	4	1	1	0	NA	NA	0	0	0	0	0
2	24	8	spirit	4	1	1	0	NA	NA	0	0	1	0	0
0	19	10	spirit	5	1	1	0	NA	NA	0	0	1	0	0
0	16	7	spirit	3	1	0	0	NA	NA	0	0	1	0	0
0	16	8	spirit	8	1	1	0	NA	NA	0	0	0	0	0
0	16	8	spirit	4	1	1	0	NA	NA	0	0	0	0	0
0	18	10	protestant	3	1	0	0	NA	NA	0	0	1	0	1
0	18	8	spirit	4	1	0	0	NA	NA	0	0	0	0	0
5	29	5	other	3	1	1	1	26	7	0	0	1	0	1
0	19	10	spirit	4	1	0	0	NA	NA	0	0	0	0	0
2	40	0	catholic	4	1	0	0	NA	NA	0	0	1	0	1
6	36	3	protestant	4	1	1	1	19	0	0	0	1	0	1
7	35	2	catholic	3	1	0	1	15	4	0	0	0	0	0
1	19	7	catholic	4	1	1	1	18	2	0	0	0	0	0
1	23	7	other	3	1	0	1	19	0	0	0	1	0	1
3	29	5	spirit	8	1	0	1	17	0	0	0	0	0	1
1	25	6	other	3	1	0	1	19	0	0	0	1	0	1
1	21	0	other	5	1	0	0	NA	NA	0	0	1	0	1
3	31	6	spirit	6	1	1	0	NA	NA	0	0	1	0	0
2	24	7	other	4	1	1	0	NA	NA	0	0	1	0	1
5	35	0	other	5	1	0	1	21	0	0	0	1	0	0
6	34	0	spirit	9	1	0	1	18	0	0	0	0	0	0
9	39	0	spirit	NA	1	1	1	21	0	0	0	1	0	1
1	23	7	other	4	1	1	1	22	6	0	0	1	0	1
2	26	8	other	6	1	1	0	NA	NA	0	0	1	0	1
5	37	6	catholic	2	1	1	1	29	NA	0	0	1	0	0
0	15	8	catholic	0	1	0	0	NA	NA	0	0	1	0	0
1	22	6	catholic	4	1	1	0	NA	NA	0	0	1	0	0
0	20	10	catholic	4	1	1	0	NA	NA	0	0	1	0	0
4	43	12	protestant	1	1	1	0	NA	NA	0	1	1	0	0
0	23	17	other	2	1	1	1	23	17	0	1	1	0	0
2	34	12	other	2	1	1	1	19	20	0	1	1	1	0
0	20	12	spirit	6	1	0	0	NA	NA	0	0	1	0	1
0	19	12	protestant	6	1	1	0	NA	NA	0	0	1	0	0
0	20	12	other	6	1	1	0	NA	NA	0	0	1	0	0
2	28	7	spirit	4	1	1	0	NA	NA	0	0	1	0	1
5	32	0	other	6	1	1	0	NA	NA	0	0	1	0	0
4	28	6	other	4	1	1	0	NA	NA	0	0	1	0	0
0	21	10	other	4	1	1	0	NA	NA	0	0	1	0	0
0	22	10	catholic	4	1	1	1	21	4	0	0	1	0	0
2	22	7	spirit	NA	1	1	0	NA	NA	0	0	0	0	0
4	34	10	catholic	1	1	1	0	NA	NA	0	0	0	0	0
0	15	5	spirit	2	1	0	0	NA	NA	0	0	0	0	0
1	18	6	other	1	1	NA	0	NA	NA	0	0	0	0	0
2	25	6	spirit	6	1	1	0	NA	NA	0	0	1	0	1
1	28	5	other	6	1	1	0	NA	NA	0	0	1	0	1
5	34	5	catholic	2	1	1	1	20	0	0	0	1	0	0
9	49	3	catholic	6	1	NA	1	26	6	0	0	1	0	1
4	47	10	protestant	4	1	0	1	25	15	0	0	1	0	0
3	24	7	protestant	4	1	1	0	NA	NA	0	0	1	0	1
0	15	9	protestant	1	1	0	0	NA	NA	0	0	1	0	1
2	40	4	spirit	6	1	1	1	29	0	0	0	0	0	0
1	31	9	protestant	4	1	0	1	30	7	0	0	0	0	0
1	45	6	protestant	2	1	0	1	25	4	0	0	0	0	0
0	16	5	other	1	0	0	0	NA	NA	0	0	0	0	0
0	19	9	spirit	1	1	1	0	NA	NA	0	0	1	0	1
1	20	7	spirit	3	1	1	0	NA	NA	0	0	0	0	1
2	21	7	spirit	4	1	1	0	NA	NA	0	0	0	0	0
0	18	7	spirit	4	1	0	0	NA	NA	0	0	0	0	0
6	35	0	other	5	1	1	1	22	7	0	0	0	0	0
11	40	0	spirit	4	1	1	1	16	0	0	0	1	0	1
1	22	7	spirit	4	1	1	0	NA	NA	0	0	1	0	1
8	41	0	other	4	1	0	1	25	0	0	0	1	0	1
3	30	0	other	6	1	1	0	NA	NA	0	0	1	0	0
4	26	0	spirit	6	1	1	1	16	7	0	0	1	0	1
0	21	10	other	4	1	0	0	NA	NA	0	0	1	0	0
0	15	7	other	4	1	0	0	NA	NA	0	0	1	0	0
1	21	7	spirit	4	1	1	0	NA	NA	0	0	1	0	1
9	48	0	spirit	6	1	0	1	23	0	0	0	1	0	0
3	21	4	other	4	1	1	0	NA	NA	0	0	1	0	0
4	45	12	spirit	8	1	1	1	28	10	0	0	1	0	0
10	38	0	spirit	4	1	1	1	19	0	0	0	1	0	0
2	20	7	spirit	4	1	1	0	NA	NA	0	0	1	0	1
1	17	10	spirit	2	1	1	0	NA	NA	0	0	1	0	1
1	20	7	other	4	1	0	0	NA	NA	0	0	0	0	1
5	38	7	protestant	6	1	1	1	23	5	0	0	1	0	0
3	28	7	spirit	3	1	1	0	NA	NA	0	0	0	0	0
2	36	4	catholic	2	1	1	0	NA	NA	0	0	1	0	0
1	22	0	spirit	3	1	0	1	19	9	0	0	0	0	1
4	29	0	other	6	1	1	0	NA	NA	0	0	0	0	0
2	22	7	other	2	1	1	0	NA	NA	0	0	1	0	1
5	31	2	protestant	5	1	1	0	NA	NA	0	0	1	0	1
1	25	10	catholic	4	1	1	1	22	5	0	0	1	0	1
2	42	6	spirit	6	1	0	1	15	9	0	0	1	0	0
5	38	7	spirit	5	1	0	1	15	0	0	0	1	0	1
2	21	7	protestant	3	1	1	0	NA	NA	0	0	1	0	1
8	45	5	protestant	7	1	1	1	31	0	0	0	0	0	0
1	17	0	protestant	1	1	0	0	NA	NA	0	0	0	0	0
5	32	8	catholic	6	1	1	1	23	7	0	0	1	0	0
10	41	0	other	4	1	1	1	20	0	0	0	0	0	0
0	21	10	protestant	10	1	1	0	NA	NA	0	0	1	0	0
7	33	0	other	4	1	0	1	15	0	0	0	0	0	0
3	36	0	protestant	4	1	1	0	NA	NA	0	0	1	0	0
0	41	1	spirit	10	1	0	0	NA	NA	0	0	1	0	0
4	27	0	spirit	7	1	1	1	21	0	0	0	1	0	0
6	31	0	spirit	7	1	1	1	24	7	0	0	1	0	0
1	17	9	spirit	2	1	0	0	NA	NA	0	0	1	0	1
3	34	7	spirit	5	1	1	1	22	NA	0	0	1	0	0
0	16	8	spirit	4	1	1	0	NA	NA	0	0	1	0	1
6	42	7	spirit	6	1	1	1	19	0	0	0	1	0	0
4	30	7	other	6	1	1	0	NA	NA	0	0	0	0	0
2	22	7	other	4	1	1	0	NA	NA	0	0	1	0	0
0	19	11	spirit	3	1	1	0	NA	NA	0	1	0	0	1
0	16	8	spirit	4	1	1	0	NA	NA	0	0	1	0	1
8	49	0	other	10	1	0	0	NA	NA	0	0	1	0	0
5	29	7	other	4	1	1	0	NA	NA	0	0	1	0	0
2	21	10	spirit	2	1	0	0	NA	NA	0	0	1	0	0
0	19	7	other	3	1	0	0	NA	NA	0	0	1	0	0
2	28	1	spirit	6	1	1	1	24	NA	0	0	1	0	1
0	18	8	other	6	1	1	0	NA	NA	0	0	1	0	1
8	39	3	other	4	1	0	1	22	0	0	0	1	0	0
0	19	7	other	3	1	0	0	NA	NA	0	0	1	0	0
6	43	1	spirit	10	1	0	1	22	0	0	0	1	0	0
2	27	5	spirit	5	1	1	1	19	0	0	0	0	0	1
3	32	6	spirit	4	1	1	0	NA	NA	0	0	1	0	0
1	21	7	spirit	4	1	0	0	NA	NA	0	0	1	0	0
3	29	0	spirit	4	1	1	0	NA	NA	0	0	1	0	0
0	19	7	spirit	2	1	1	0	NA	NA	0	0	1	0	0
3	31	0	spirit	4	1	0	0	NA	NA	0	0	0	0	0
6	46	0	other	NA	0	0	0	NA	NA	0	0	0	0	0
1	24	7	spirit	4	1	1	0	NA	NA	0	0	1	0	0
0	17	10	spirit	4	1	0	0	NA	NA	0	0	1	0	0
1	21	10	spirit	4	1	1	0	NA	NA	0	0	1	0	0
0	30	7	protestant	4	1	1	1	26	3	0	0	1	0	0
2	24	10	protestant	2	1	1	0	NA	NA	0	0	1	0	0
2	24	7	protestant	6	1	0	0	NA	NA	0	0	0	0	0
7	36	2	spirit	7	1	1	1	18	6	0	0	1	0	0
3	28	5	spirit	6	1	1	0	NA	NA	0	0	1	0	0
1	19	0	other	4	1	0	0	NA	NA	0	0	1	0	0
0	15	9	spirit	4	1	0	0	NA	NA	0	0	1	0	0
0	18	7	spirit	4	1	1	0	NA	NA	0	0	1	0	1
2	25	7	spirit	6	1	1	1	23	7	0	0	0	0	0
3	32	7	spirit	4	1	1	0	NA	NA	0	0	1	0	0
1	36	7	spirit	4	1	1	0	NA	NA	0	1	0	0	1
2	26	9	other	4	1	1	0	NA	NA	0	0	1	0	0
10	48	4	other	10	1	0	1	30	0	0	0	1	0	0
5	38	10	protestant	4	1	1	1	30	11	0	0	1	0	0
7	38	6	other	6	1	0	0	NA	NA	0	0	1	0	0
5	31	0	spirit	3	1	1	1	26	3	0	0	1	0	0
2	37	4	protestant	6	1	1	1	22	5	0	0	1	0	0
3	27	7	other	2	1	1	0	NA	NA	0	0	1	0	0
2	23	10	protestant	4	1	1	1	18	10	0	0	1	0	0
4	27	7	other	5	1	0	0	NA	NA	0	0	1	0	0
4	27	0	other	NA	0	0	1	13	0	0	0	1	0	0
3	34	8	other	4	1	1	0	NA	NA	0	0	1	0	0
0	15	8	spirit	2	1	1	0	NA	NA	0	0	1	0	0
3	36	7	protestant	4	1	1	0	NA	NA	0	0	1	0	0
0	15	7	spirit	2	0	0	0	NA	NA	0	0	1	0	0
4	24	7	protestant	4	1	1	0	NA	NA	0	0	1	0	0
5	32	7	spirit	6	1	1	0	NA	NA	0	0	0	0	0
6	39	7	other	1	1	1	1	25	9	0	0	1	0	0
0	16	9	spirit	0	1	0	0	NA	NA	0	0	0	0	0
2	26	5	other	4	1	NA	1	23	10	0	0	1	0	0
2	26	5	spirit	3	1	1	1	17	4	0	0	1	0	0
3	29	0	other	6	1	0	0	NA	NA	0	0	1	0	0
